UrlPathPath,UrlPathRedirect,UrlPathStatus,UrlPathCreated,UrlPathUpdated,AreaName,UrlPathVisitsCount
/aksjeanalyser/arkiv/hafnia-det-beste-av-to-verdener-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:28:34.727,2023-07-03 17:28:34.727,Pareto (no),27
/aksjeanalyser/arkiv/hoeyere-oljepris-i-sikte-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:21:58.047,2023-07-03 16:21:58.047,Pareto (no),17
/aksjeanalyser/arkiv/hovedpunkter-fra-oil-offshore-konferansen-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:42:39.723,2023-07-03 16:42:39.723,Pareto (no),18
/aksjeanalyser/arkiv/hovedpunkter-fra-paretokonferansen-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:54:22.793,2023-07-03 16:54:22.793,Pareto (no),18
/aksjeanalyser/arkiv/hva-kan-bli-verre-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:10:01.167,2023-07-03 17:10:01.167,Pareto (no),23
/aksjeanalyser/arkiv/kan-lavere-ambisjoner-loefte-dnb-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:48:57.677,2022-10-25 12:48:57.677,Pareto (no),52
/aksjeanalyser/arkiv/kjoep-oestlandets-nr-1-bank-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:53:09.380,2023-07-03 16:53:09.380,Pareto (no),17
/aksjeanalyser/arkiv/konsumaksjer-stabile-men-blandede-utsikter-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:54:46.663,2023-07-03 16:54:46.663,Pareto (no),30
/aksjeanalyser/arkiv/lavere-laksepriser-som-ventet-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:53:32.993,2023-07-03 16:53:32.993,Pareto (no),28
/aksjeanalyser/arkiv/motvind-i-biotech-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:20:58.413,2023-07-03 16:20:58.413,Pareto (no),28
/aksjeanalyser/arkiv/nordic-lavere-enn-ventet-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:54:06.943,2022-10-25 12:54:06.943,Pareto (no),44
/aksjeanalyser/arkiv/norwegian-tester-nytt-finansieringsverktoey-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:20:13.987,2022-10-25 12:20:13.987,Pareto (no),0
/aksjeanalyser/arkiv/norwegian-tester-nytt-finansieringsverktoey-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:38:41.997,2022-10-25 12:38:41.997,Pareto (no),37
/aksjeanalyser/arkiv/ny-oljeprognose-fra-pareto-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:10:48.263,2023-07-03 17:10:48.263,Pareto (no),20
/aksjeanalyser/arkiv/offshore-vind,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:27:27.817,2023-07-03 17:27:27.817,Pareto (no),37
/aksjeanalyser/arkiv/oil-offshore-konferansen-2019-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:29:26.423,2023-07-03 17:29:26.423,Pareto (no),19
/aksjeanalyser/arkiv/oljebalanse-foerst-i-2017-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:07:45.717,2023-07-03 16:07:45.717,Pareto (no),18
/aksjeanalyser/arkiv/oljebalanse-rykker-naermere-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:15:49.983,2023-10-20 15:45:31.177,Pareto (no),18
/aksjeanalyser/arkiv/olje-og-offshore-konferansen-2017-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:54:00.483,2023-07-03 16:54:00.483,Pareto (no),19
/aksjeanalyser/arkiv/rigg-effektivitet-i-us-oil-shale-er-overvurdert-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:21:29.637,2023-07-03 16:21:29.637,Pareto (no),23
/aksjeanalyser/arkiv/seadrill-tas-av-rating-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:14:59.397,2023-07-03 16:14:59.397,Pareto (no),24
/aksjeanalyser/arkiv/ser-oppside-i-grunnfjellet-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:11:56.397,2023-07-03 17:11:56.397,Pareto (no),19
/aksjeanalyser/arkiv/ser-oppside-i-schibsted-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:52:20.513,2023-07-03 16:52:20.513,Pareto (no),26
/aksjeanalyser/arkiv/ser-statoil-i-200-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:44:06.890,2023-07-03 16:44:06.890,Pareto (no),26
/aksjeanalyser/arkiv/sjoemat-inntjeningsveksten-vil-fortsette-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:09:37.663,2023-07-03 17:09:37.663,Pareto (no),37
/aksjeanalyser/arkiv/sparebanker-fullpriset-foran-oekende-usikkerhet-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:08:52.947,2023-07-03 17:08:52.947,Pareto (no),28
/aksjeanalyser/arkiv/sparebanker-naer-kapitalmaalene-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:43:07.540,2023-07-03 16:43:07.540,Pareto (no),18
/aksjeanalyser/arkiv/sparebanker-svaerast-aa-vere-svaer-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:29:03.167,2023-07-03 17:29:03.167,Pareto (no),18
/aksjeanalyser/arkiv/status-2018-fokus-2019-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:12:40.490,2023-07-03 17:12:40.490,Pareto (no),21
/aksjeanalyser/arkiv/status-i-tech/media-etter-2q17-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:52:47.360,2023-07-03 16:52:47.360,Pareto (no),20
/aksjeanalyser/arkiv/sterkt-sjoematmarked-i-2020-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:28:13.133,2023-07-03 17:28:13.133,Pareto (no),23
/aksjeanalyser/arkiv/sterk-vekst-for-wearables-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:45:00.470,2022-10-25 12:45:00.470,Pareto (no),37
/aksjeanalyser/arkiv/stor-oppgradering-av-fiskesektoren-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:41:41.547,2023-07-03 16:41:41.547,Pareto (no),33
/aksjeanalyser/arkiv/tankbunnen-i-sikte-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:43:38.807,2023-07-03 16:43:38.807,Pareto (no),26
/aksjeanalyser/arkiv/tank-moerkest-foer-daggry-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:08:26.440,2023-07-03 17:08:26.440,Pareto (no),18
/aksjeanalyser/arkiv/telenor-forventningene-er-for-hoeye-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:55:15.640,2023-07-03 16:55:15.640,Pareto (no),19
/aksjeanalyser/arkiv/venter-boom-i-havvind-installasjon-oht-i-interessant-posisjon,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:26:39.207,2023-07-03 17:26:39.207,Pareto (no),30
/aksjeanalyser/arkiv/venter-hoeye-laksepriser-lenge-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:11:09.520,2023-10-20 15:45:03.707,Pareto (no),24
/aksjeanalyser/arkiv/wwl-lyse-utsikter-for-high-heavy-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:55:35.880,2023-07-03 16:55:35.880,Pareto (no),30
/aksjeanalyser/attraktivt-prisede-sparebanker,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:54:40.730,2022-10-25 12:54:40.730,Pareto (no),48
/aksjeanalyser/dno-klar-for-take-off-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:11:21.190,2023-07-03 17:11:21.190,Pareto (no),50
/aksjeanalyser/en-saas-pioner-for-det-groenne-energimarkedet,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:26:52.177,2023-07-03 17:26:52.177,Pareto (no),146
/aksjeanalyser/e-p-survey-2016-lys-i-tunellen-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:41:54.690,2023-07-03 16:41:54.690,Pareto (no),25
/aksjeanalyser/fjord1-solid-selskap-attraktivt-priset-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:12:06.677,2023-07-03 17:12:06.677,Pareto (no),21
/aksjeanalyser/flytillatelse-loefter-kursmaal-for-norwegian,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:43:20.623,2022-10-25 12:43:20.623,Pareto (no),11
/aksjeanalyser/flytillatelse-loefter-kursmaal-for-norwegian-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:40:41.413,2022-10-25 12:40:41.413,Pareto (no),206
/aksjeanalyser/gjensidige-til-rabatt-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:10:11.510,2023-07-03 17:10:11.510,Pareto (no),55
/aksjeanalyser/hafnia-det-beste-av-to-verdener-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:28:24.163,2023-07-03 17:28:24.163,Pareto (no),227
/aksjeanalyser/hoeyere-oljepris-i-sikte-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:21:44.000,2023-07-03 16:21:44.000,Pareto (no),23
/aksjeanalyser/hovedpunkter-fra-oil-offshore-konferansen-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:42:25.847,2023-07-03 16:42:25.847,Pareto (no),24
/aksjeanalyser/hovedpunkter-fra-paretokonferansen-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:54:11.653,2023-07-03 16:54:11.653,Pareto (no),23
/aksjeanalyser/hva-kan-bli-verre,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:13:59.453,2023-07-03 17:13:59.453,Pareto (no),0
/aksjeanalyser/hva-kan-bli-verre-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:09:50.150,2023-07-03 17:13:44.637,Pareto (no),18
/aksjeanalyser/kjoeligere-til-laks-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:52:42.843,2022-10-25 12:52:42.843,Pareto (no),202
/aksjeanalyser/kjoep-atea,https://www.paretosec.no/aksjeanalyser,301,2022-10-18 12:59:14.143,2022-10-18 12:59:14.143,Pareto (no),34
/aksjeanalyser/kjoep-oestlandets-nr-1-bank-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:52:55.567,2023-10-20 15:45:21.627,Pareto (no),19
/aksjeanalyser/konsumaksjer-stabile-men-blandede-utsikter-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:54:37.480,2023-07-03 16:54:37.480,Pareto (no),39
/aksjeanalyser/lavere-laksepriser-som-ventet-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:53:23.557,2023-07-03 16:53:23.557,Pareto (no),18
/aksjeanalyser/monobank-vokser-raskt-innen-forbrukskreditt,https://www.paretosec.no/,301,2023-08-31 14:20:47.090,2023-08-31 14:20:47.090,Pareto (no),3
/aksjeanalyser/motvind-i-biotech-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:20:38.643,2023-07-03 16:20:38.643,Pareto (no),30
/aksjeanalyser/ny-oljeprognose-fra-pareto-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:10:34.793,2023-07-03 17:10:34.793,Pareto (no),24
/aksjeanalyser/offshore-vind,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:27:16.817,2023-07-03 17:27:16.817,Pareto (no),194
/aksjeanalyser/oil-offshore-konferansen-2019-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:29:13.670,2023-07-03 17:29:13.670,Pareto (no),18
/aksjeanalyser/oljebalanse-foerst-i-2017,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:06:29.293,2023-07-03 16:08:46.143,Pareto (no),2
/aksjeanalyser/oljebalanse-foerst-i-2017-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:07:10.860,2023-07-03 16:07:10.860,Pareto (no),22
/aksjeanalyser/oljebalanse-rykker-naermere,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:15:18.257,2023-07-03 16:15:18.257,Pareto (no),3
/aksjeanalyser/oljebalanse-rykker-naermere-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:15:35.537,2023-07-03 16:15:35.537,Pareto (no),29
/aksjeanalyser/olje-og-offshore-konferansen-2017-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:53:49.123,2023-07-03 16:53:49.123,Pareto (no),26
/aksjeanalyser/oppgraderer-fingerprint-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-18 14:27:34.637,2022-10-18 14:27:34.637,Pareto (no),16
/aksjeanalyser/oppgraderer-nordsjoe-verdier-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-26 15:28:33.080,2022-10-26 15:28:33.080,Pareto (no),72
/aksjeanalyser/oppjusterer-bank-norwegian-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-26 15:28:47.923,2022-10-26 15:28:47.923,Pareto (no),106
/aksjeanalyser/paretopodden-ep-11-oljemarkedet,https://www.paretosec.no/paretopodden,301,2023-07-06 13:47:56.800,2023-07-06 13:47:56.800,Pareto (no),5
/aksjeanalyser/paretopodden-ep-14-shipping,https://www.paretosec.no/paretopodden,301,2023-07-06 13:51:57.543,2023-10-20 15:46:14.897,Pareto (no),8
/aksjeanalyser/paretopodden-ep-3-aquakultur,https://www.paretosec.no/paretopodden,301,2023-07-05 15:09:55.597,2023-07-05 15:09:56.673,Pareto (no),8
/aksjeanalyser/paretopodden-ep-4-telecom,https://www.paretosec.no/paretopodden,301,2023-07-05 15:12:17.947,2023-07-05 15:12:17.947,Pareto (no),5
/aksjeanalyser/rec-ned-til-hold-etter-kursdobling,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 11:36:59.727,2022-10-25 11:36:59.727,Pareto (no),9
/aksjeanalyser/rec-selger-silisium-med-rabatt,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:55:32.763,2022-10-25 12:55:32.763,Pareto (no),22
/aksjeanalyser/rigg-effektivitet-i-us-oil-shale-er-overvurdert-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:21:12.260,2023-07-03 16:21:12.260,Pareto (no),23
/aksjeanalyser/seadrill-tas-av-rating,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:14:21.380,2023-07-03 16:14:21.380,Pareto (no),8
/aksjeanalyser/seadrill-tas-av-rating-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:14:41.787,2023-07-03 16:14:41.787,Pareto (se),24
/aksjeanalyser/ser-oppside-i-grunnfjellet-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:11:45.270,2023-07-03 17:11:45.270,Pareto (no),33
/aksjeanalyser/ser-oppside-i-schibsted-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:52:10.140,2023-07-03 16:52:10.140,Pareto (no),23
/aksjeanalyser/ser-statoil-i-200-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:43:52.923,2023-07-03 16:43:52.923,Pareto (no),15
/aksjeanalyser/sjoemat-inntjeningsveksten-vil-fortsette-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:09:23.987,2023-07-03 17:09:23.987,Pareto (no),29
/aksjeanalyser/solid-eiendomsselskap-venter-utbytter-2,https://www.paretosec.no/aksjeanalyser,301,2022-10-26 12:55:18.397,2022-10-26 12:55:18.397,Pareto (no),46
/aksjeanalyser/sparebanker-fullpriset-foran-oekende-usikkerhet-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:08:40.920,2023-07-03 17:08:40.920,Pareto (no),26
/aksjeanalyser/sparebanker-naer-kapitalmaalene-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:42:51.960,2023-07-03 16:42:51.960,Pareto (no),22
/aksjeanalyser/sparebanker-svaerast-aa-vere-svaer-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:28:50.260,2023-07-03 17:28:50.260,Pareto (no),21
/aksjeanalyser/status-2018-fokus-2019-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:12:30.223,2023-07-03 17:12:30.223,Pareto (no),18
/aksjeanalyser/status-i-tech/media-etter-2q17-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:52:35.953,2023-07-03 16:52:35.953,Pareto (no),2
/aksjeanalyser/sterkt-sjoematmarked-i-2020-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:28:02.147,2023-07-03 17:28:02.147,Pareto (no),16
/aksjeanalyser/storebrand-paa-vei-mot-oekte-utbytter,https://www.paretosec.no/aksjeanalyser,301,2022-10-25 12:52:02.357,2022-10-25 12:52:02.357,Pareto (no),109
/aksjeanalyser/stor-oppgradering-av-fiskesektoren-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:41:27.953,2023-07-03 16:41:27.953,Pareto (no),16
/aksjeanalyser/tankbunnen-i-sikte-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:43:23.010,2023-07-03 16:43:23.010,Pareto (no),4
/aksjeanalyser/tank-moerkest-foer-daggry-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:08:13.817,2023-07-03 17:08:13.817,Pareto (no),13
/aksjeanalyser/telenor-forventningene-er-for-hoeye-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:55:02.133,2023-07-03 16:55:02.133,Pareto (no),29
/aksjeanalyser/venter-boom-i-havvind-installasjon-oht-i-interessant-posisjon,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:26:27.580,2023-07-03 17:26:27.580,Pareto (no),24
/aksjeanalyser/venter-hoeye-laksepriser-lenge-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 17:10:58.923,2023-07-03 17:10:58.923,Pareto (no),24
/aksjeanalyser/wwl-lyse-utsikter-for-high-heavy-2,https://www.paretosec.no/aksjeanalyser,301,2023-07-03 16:55:26.657,2023-07-03 16:55:26.657,Pareto (no),26
/aksjehandel-paa-nett/annet/aksjehandel-for-tradere,https://www.paretosec.no/aksjehandel-paa-nett/verdipapirhandel/trading-og-avansert-aksjehandel,301,2023-10-06 11:50:02.690,2023-10-06 11:50:02.690,Pareto (no),1
/aksjehandel-paa-nett/annet/hva-inngaar-i-webtjenester,https://www.paretosec.no/handelstjenester/handelstjenester-for-alle-behov/webtjenester,301,2023-02-06 12:47:06.187,2023-02-06 12:47:06.187,Pareto (no),65
/aksjehandel-paa-nett/annet/hvordan-overfoerer-jeg-aksjer-og-fond-fra-andre-meglerhus-til-pareto,Default.aspx?Id=1202,301,2022-04-12 13:23:34.873,2022-04-12 13:26:21.013,Pareto (no),201
/aksjehandel-paa-nett/annet/hvordan-overfoerer-jeg-aksjer-og-fond-fra-ordinaer-aksjehandelskonto-til-aksjesparekonto,/aksjehandel-paa-nett/verdipapirhandel/aksjesparekonto,301,2022-04-12 13:28:14.987,2022-04-12 13:28:14.987,Pareto (no),503
/aksjehandel-paa-nett/annet/hvordan-overfoerer-jeg-verdipapirer-til-pareto,/aksjehandel-paa-nett/annet/flytt-til-pareto,301,2022-04-12 13:20:07.807,2022-04-12 13:20:07.807,Pareto (no),504
/aksjehandel-paa-nett/annet/hvor-lang-tid-tar-det-aa-flytte-over-aksjer-og-fond-til-pareto,/aksjehandel-paa-nett/annet/flytt-til-pareto,301,2022-04-12 12:51:22.180,2022-04-12 13:18:05.543,Pareto (no),174
/aksjehandel-paa-nett/annet/hvor-mye-koster-det-aa-benytte-seg-av-pareto-trader,https://www.paretosec.no/handelstjenester/handelstjenester-for-alle-behov/pareto-appen-til-iphone-ipad-android,301,2022-11-02 13:51:42.930,2022-11-02 13:51:42.930,Pareto (no),105
/aksjehandel-paa-nett/annet/regnskapsfoersel-for-kunder-av-pareto-securities,https://www.paretosec.no/aksjehandel-paa-nett/annet/regnskapstjenester,301,2023-10-06 09:38:52.003,2023-10-06 09:38:52.003,Pareto (no),5
/aksjehandel-paa-nett/annet/traders-corner/konkrete-oppsett/betraktninger-i-et-turbulent-marked,https://www.paretosec.no/aksjehandel-paa-nett/verdipapirhandel/trading-og-avansert-aksjehandel,301,2023-10-06 12:19:51.897,2023-10-06 12:19:51.897,Pareto (no),38
/aksjehandel-paa-nett/annet/traders-corner/konkrete-oppsett/kjoep-to-av-tre-i-biometri,https://www.paretosec.no/,301,2023-09-04 16:06:12.287,2023-09-04 16:06:12.287,Pareto (no),6
/aksjehandel-paa-nett/annet/traders-corner/konkrete-oppsett/paretopodden-ep-9-rigg,https://www.paretosec.no/paretopodden,301,2023-07-06 13:46:29.387,2023-07-06 13:46:29.387,Pareto (no),10
/aksjehandel-paa-nett/annet/traders-corner/konkrete-oppsett/svake-4q-tall-fra-fingerprint,https://www.paretosec.no/,301,2023-09-18 16:56:30.010,2023-09-18 16:56:30.010,Pareto (no),6
/aksjehandel-paa-nett/annet/traders-corner/konkrete-oppsett/trade-paa-fundamentale-nyheter-2?PID=834,https://www.paretosec.no/,301,2023-09-05 09:25:19.510,2023-09-05 09:25:19.510,Pareto-stage,19
/aksjehandel-paa-nett/annet/traders-corner/konkrete-oppsett/trend-eller-reversering-2?PID=834,https://www.paretosec.no/,301,2023-09-05 09:26:15.010,2023-09-05 09:26:15.010,Pareto-stage,121
/aksjehandel-paa-nett/annet/traders-corner/konkrete-oppsett/trend-trading-2?PID=834,https://www.paretosec.no/,301,2023-09-05 09:25:32.847,2023-09-05 09:25:32.847,Pareto-stage,126
/aksjehandel-paa-nett/annet/traders-corner/konkrete-oppsett/trend-trading-case-gjennomgang-2?PID=834,https://www.paretosec.no/,301,2023-09-05 09:25:59.477,2023-09-05 09:25:59.477,Pareto-stage,148
/aksjehandel-paa-nett/annet/traders-corner/videoer/introduksjon-til-traders-corner?PID=835,https://www.paretosec.no/,301,2023-09-05 09:25:04.850,2023-09-05 09:25:04.850,Pareto-stage,14
/aksjehandel-paa-nett/verdipapirfinansiering/aksjer-tilgjengelig-for-shortsalg,Default.aspx?Id=1208,301,2022-08-02 12:13:51.233,2022-08-02 12:21:58.433,Pareto (no),946
/aksjehandel-paa-nett/verdipapirfinansiering/laan-ut-dine-aksjer/kvittering,https://www.paretosec.no/aksjehandel-paa-nett/verdipapirfinansiering/laan-ut-dine-aksjer,301,2023-10-16 15:31:03.707,2023-10-16 15:31:03.707,Pareto (no),0
/aksjehandel-paa-nett/verdipapirhandel/19-ut-19-kampanjeside,https://www.paretosec.no/aksjehandel-paa-nett/verdipapirhandel/pareto-start,301,2022-08-08 09:59:54.753,2022-08-08 09:59:54.753,Pareto (no),1076
/aksjehandel-paa-nett/verdipapirhandel/19-ut-19-kampanjeside,https://www.paretosec.no/aksjehandel-paa-nett/verdipapirhandel/pareto-start,301,2022-08-08 10:00:05.433,2022-08-08 10:00:05.433,Pareto-stage,2
/aksjehandel-paa-nett/verdipapirhandel/19-ut-19-kampanjeside,Default.aspx?ID=834,301,2021-07-05 16:03:21.993,2021-10-28 12:17:20.610,Pareto (no),1401
/aksjehandel-paa-nett/verdipapirhandel/aksjehandel-i-usa,Default.aspx?ID=1374,301,2023-06-07 12:33:10.143,2023-06-20 09:44:42.773,Pareto (no),1263
/aksjehandel-paa-nett/verdipapirhandel/aksjehandel-paa-nett,https://www.paretosec.no/aksjehandel-paa-nett/verdipapirhandel/aksjehandel-paa-nett,301,2023-09-01 12:44:02.623,2023-09-01 12:44:02.623,Pareto-stage,0
/aksjehandel-paa-nett/verdipapirhandel/etf-senter,https://www.paretosec.no/aksjehandel-paa-nett/verdipapirhandel/etf-handel,301,2023-06-19 17:17:45.597,2023-06-19 17:17:45.597,Pareto (no),1089
/aksjehandel-paa-nett/verdipapirhandel/pareto-investor,Default.aspx?ID=1185,301,2021-10-28 14:21:52.390,2021-10-28 14:27:23.843,Pareto (no),50
/aksjehandel-paa-nett/verdipapirhandel/pareto-investor-kampanjeside,Default.aspx?Id=1193,301,2021-10-28 15:31:01.207,2021-10-28 15:31:01.207,Pareto (no),1549
/aksjehandel-paa-nett/verdipapirhandel/pareto-mini,Default.aspx?Id=1168,301,2021-10-28 14:19:32.443,2021-10-29 12:33:11.717,Pareto (no),34
/aksjehandel-paa-nett/verdipapirhandel/pareto-pluss-25,Default.aspx?Id=1184,301,2021-10-28 14:25:45.343,2021-10-28 15:30:48.337,Pareto (no),75
/aksjehandel-paa-nett/verdipapirhandel/pareto-pluss-5,Default.aspx?Id=1179,301,2021-10-28 14:23:28.860,2021-10-28 14:56:23.700,Pareto (no),13
/aksjehandel-paa-nett/verdipapirhandel/pareto-securities-aksjer-og-fond-paa-nett,/aksjehandel-paa-nett/verdipapirhandel/aksjehandel-paa-nett,301,2022-04-11 14:57:10.813,2022-04-11 14:57:10.813,Pareto (no),853
/aksjehandel-paa-nett/verdipapirhandel/pareto-standard,/aksjehandel-paa-nett/verdipapirhandel/pareto-basic,301,2021-10-28 14:08:19.967,2021-11-09 10:35:17.557,Pareto (no),0
/aksjehandel-paa-nett/verdipapirhandel/pareto-standard,https://www.paretosec.no/aksjehandel-paa-nett/verdipapirhandel/pareto-basic,301,2023-01-24 14:28:29.367,2023-01-24 14:28:29.367,Pareto (no),9
/aksjehandel-paa-nett/verdipapirhandel/pareto-trader-kampanjeside,Default.aspx?ID=690,301,2021-08-12 08:22:42.663,2021-10-28 13:31:26.500,Pareto (no),773
